Total Elapsed Time: 2.261 seconds
Token: Frequency
1136131: 1
113626: 1
113639: 1
113643: 1
113653: 1
113667: 1
113692: 1
113694: 1
1137023: 1
113714: 1
113719: 1
11372: 1
113722: 1
113729: 1
113731: 1
113751: 1
1137548: 1
113760: 1
113779: 1
1137825: 1
113785: 1
113790: 2
113793: 1
1138051: 1
113806: 1
1138150: 1
1138170: 1
113818: 1
113820: 1
113828: 1
11384: 1
113847: 2
113852: 2
1138588: 1
11386: 2
113871: 1
113872: 1
113881: 1
1138875: 1
113893: 1
113894: 1
1139: 1
11390: 1
113902: 1
113903: 1
113909: 1
11393: 4
113937: 1
113953: 1
11396174205: 1
113968: 1
113981: 1
113988: 1
113g: 1
114: 54
11400: 1
1140208: 1
114065: 1
114069: 1
114074: 1
1140757: 1
11408: 1
1140812: 1
114085: 1
114092: 1
114107: 1
11411: 1
114111: 1
114115: 2
114119: 1
114125lau: 1
114129: 1
1141413: 1
11415105165: 1
114157: 1
11416: 1
114160: 1
1141676: 1
114169: 1
11419: 1
11420: 1
114211153206: 1
1142138: 1
114221: 1
1142488: 1
1142504: 1
11428: 2
114280: 1
114285: 1
114288: 1
1143: 1
114306: 1
11432: 2
1143244: 1
1143329: 1
114335: 2
114357: 1
11436: 2
114365: 1
11437: 1
11438: 3
114391: 1
1143992: 1
114402: 1
114411: 1
1144147: 1
114415: 1
11441526: 1
114420: 1
1144383: 1
11444: 1
114451: 1
114453: 1
114454: 1
11446: 1
114470: 1
114474: 1
114475: 1
1144829: 1
1144932: 1
1145: 1
11450: 1
1145179: 1
114527: 1
11453: 1
1145341: 1
11455: 1
114557: 1
114562: 1
114582: 1
114599: 1
1146: 2
114601: 1
1146046: 1
11461: 1
114610: 1
114625: 1
114628: 1
1146301: 1
1146556: 2
114662: 1
1146663: 1
114673: 1
11467972: 1
114683: 1
1146847: 1
1146s: 1
114701: 1
114725: 1
114728: 1
114736: 1
114743: 1
114744: 1
1147497: 1
114763: 1
114766: 1
114776: 1
11478: 2
114798: 1
1148: 1
1148110: 1
114812: 2
1148338: 1
11484: 3
114842: 1
114857: 1
11486: 6
114879: 1
114884: 1
114885: 1
114890: 1
114899: 1
1149: 3
1149020: 1
1149034: 1
11491: 1
1149106: 1
11492: 5
114934: 1
11496: 1
114962908: 1
114963: 1
1149691: 1
114977: 1
114986: 1
114987: 1
115: 69
1150: 1
115000: 2
115005: 1
115008: 1
115016: 1
115018: 1
1150443: 1
1150487: 1
115049: 1
1150661: 1
115068: 1
11507: 2
115075: 1
115098: 1
1151: 1
115103: 1
115105: 1
1151099: 1
115118: 1
11512: 1
1151346: 1
115135: 1
115136: 1
1151474: 1
115154: 1
115159: 1
11516: 1
115162: 1
115169136206: 1
115170: 1
11518: 1
115185: 1
1151958: 1
115197: 1
1152: 1
115203: 1
115204: 1
115215111: 1
1152198: 1
11522: 1
115220: 1
115230: 1
11526: 2
115275: 1
1152754: 1
115276: 1
1152777: 1
11528: 1
115284: 1
115291: 1
1152956: 1
1153: 1
115303173: 1
11531: 2
1153126: 1
1153185: 1
115331: 1
115341: 1
115352: 1
115380: 1
115386: 1
1153904: 1
1154: 2
1154009: 1
115413: 1
115415: 1
115423: 1
115425: 1
115428: 1
11543: 1
115434: 2
115435: 1
1154392: 1
11545: 1
1154632: 1
115471: 1
1154922: 1
115493: 1
1155: 2
11550: 1
115505: 1
115527: 4
115528: 1
115534: 1
11556: 1
115569: 1
115573: 1
115577: 1
11559: 1
115598: 1
1156: 1
11560: 1
115624: 1
115625: 1
115654: 1
115664: 1
115670: 1
115674: 1
115687: 1
1156894: 1
115709: 1
115711: 1
115729: 1
115730: 1
115753: 1
115757: 2
1157723: 1
115786: 1
115802: 1
115812: 1
1158152: 1
11582: 1
115830: 1
115843: 1
1158630: 1
115871956: 1
115873: 1
115874: 1
115875: 1
115877: 1
1158920: 1
115898: 1
115933: 1
115934: 1
115935: 1
115940: 1
115957: 1
115968: 1
11597: 1
1159718: 1
1159746: 1
115985: 1
11599948: 1
115k: 1
116: 75
1160: 1
11600: 2
11602: 1
116022: 1
1160321: 1
116040: 1
116042: 2
11605: 1
116055: 1
116057: 1
116058: 1
11606: 1
116079: 1
11608: 2
116093: 1
116103: 1
116125: 1
11613191: 1
116151: 1
116156: 1
11616: 1
116160: 1
1161616: 1
116169: 1
1161711: 1
116172: 1
116184: 1
1161882: 1
1161900: 1
116191: 1
1161920: 1
1161964: 1
1162: 1
116220: 1
116221: 1
116233: 1
116245: 1
116251: 1
116260: 1
116265: 1
116280: 1
116281: 1
1162825: 1
1162884: 1
116295: 1
11630: 1
116305: 1
1163162: 1
116320: 1
11633: 3
116335: 1
1163385: 1
116338747: 1
116340: 1
116347: 1
11635: 154
11635436: 1
11636: 1
116361: 1
116365: 1
11637: 1
116376: 1
11638771: 1
1163929: 1
116394: 1
116405: 1
116418: 1
116420: 1
11644: 1
1164409: 1
116441: 1
116446: 1
1164505: 1
116451: 1
11646: 1
11647: 2
116472: 1
116474: 1
116479: 1
116482: 1
116532: 1
116533: 1
116536: 1
116539: 1
116566: 1
116576: 1
1165797: 1
11658: 2
116603: 1
11661: 1
1166112: 1
11662: 1
116627: 1
116631: 1
1166379: 1
116641: 1
1166433: 1
116661: 1
11667: 1
116679: 1
116680: 1
116689: 1
11669: 1
116697: 1
116702: 1
1167184: 1
11673: 2
116747: 1
11675: 2
116755: 1
11676: 2
116760: 1
1167668: 1
116769: 1
11678: 1
116782: 1
11680: 1
116803: 1
11682: 2
116824: 1
1168280: 1
11683: 2
116834: 1
116843: 1
116851: 1
1168510: 1
116856: 1
1168570: 1
11687: 1
116872: 1
116887: 1
116888: 1
11689: 1
1168952: 1
1169: 1
11690: 1
1169020: 1
11691: 1
116919: 1
11692598: 1
11693: 1
11695: 1
116966: 1
1169689: 1
116976: 1
116szazalek: 1
117: 52
1170: 24
117004: 1
117009: 1
1170163: 1
117021: 1
117024: 1
117033: 1
117035: 1
11704: 1
11706: 1
11707: 1
11708: 1
117087: 1
1170879: 1
11709: 2
117091: 1
1171079: 1
117122: 1
11712234199: 1
117124: 1
117125: 1
117131: 1
117139: 1
11714: 1
117147: 1
117159: 1
1171639: 1
1171641: 1
117169: 1
11717: 1
117178: 1
117181: 1
117190: 1
117199: 1
1172: 1
11720: 1
11720495: 1
1172051: 1
117209: 1
117213: 1
117214: 1
117229: 1
117230: 2
11725508: 1
117281: 1
1172835: 1
117295: 1
1173: 1
117300: 1
117314: 1
11733: 1
117334: 1
117361: 1
117368: 2
1173731: 1
11738: 2
117398: 1
117400: 1
117408: 1
1174247: 1
11744: 5
117440: 1
117444: 1
117449: 1
117455: 1
117457: 1
117459: 1
117461: 1
117463: 1
117474: 1
117474937: 1
117480: 1
117481: 1
117496: 1
1174987: 1
1175: 2
1175028: 1
11751: 1
1175144: 1
117521: 1
1175344: 1
1175383: 1
117539: 1
11754: 6
11755: 1
117552: 1
1175525: 1
117553: 1
117554: 1
117578: 1
117591: 1
117593: 1
117595: 1
1176: 6
1176161: 1
1176319: 1
1176347: 1
1176434: 1
117651: 1
11768044: 1
117684: 1
1176884: 1
117693: 2
117694: 1
1176951: 1
1177: 2
117710: 2
117717: 1
117722: 1
117725: 1
117728: 2
117730: 1
117734: 1
117737: 1
117752: 1
117757: 1
11778: 1
117781: 1
117791: 1
117796: 1
1178: 114
11780: 1
117812: 1
117819: 1
117820: 1
117827: 1
117835: 1
117840: 1
117845: 1
117865: 3
117872: 1
117892379: 1
117894: 2
117895: 1
1179: 1
117900: 1
117907: 1
1179112: 1
11792: 1
117926: 2
117927: 1
1179312: 1
117938: 1
117945000nbsp: 1
117949: 1
117958: 1
117972: 1
117976: 1
11799: 4
117990: 1
117fn: 1
118: 38
11800: 1
1180026: 1
118005: 1
118014: 1
1180186: 1
1180296: 1
11803: 1
1180486: 1
118059: 1
11806: 1
11806732: 1
11806952: 1
11809: 1
1180972: 1
1181: 1
118113: 1
11812547: 1
118127: 1
118140: 1
118161: 1
118173: 1
118176: 1
1182: 1
118223: 1
118229: 1
11824: 1
118260: 1
118270: 1
1182702: 1
118280: 1
1183: 1
118339: 2
11834: 1
1183425: 1
118360: 1
11837: 1
118386: 1
11839: 1
118397141: 1
1184: 6
118408: 1
11841: 1
118410: 1
118415: 1
118419: 1
1184349: 1
118435: 1
11844: 5
118446: 1
1184474: 1
118458: 1
11846: 1
118463: 1
118473: 1
118480: 1
118497: 1
118501: 1
118510: 1
1185231: 1
11853: 1
118530: 1
11853164204: 1
118551: 2
118571: 2
1185725: 1
118582: 1
118586: 1
1185888: 1
1186: 6
118603: 1
118611: 2
1186451: 1
1186529: 1
118654: 1
118661: 1
118676: 1
118678: 1
1186942: 1
1187: 2
118702: 1
11871: 3
118726: 1
118728: 1
118731: 1
1187329: 1
118739: 1
118742: 1
118756: 1
1187642: 1
118769: 1
118791: 1
118792: 1
118793: 1
11880: 1
118804: 1
118805: 1
11883: 2
1188342: 1
1188589: 2
118876: 1
118880: 1
1188846: 1
11889: 3
1189: 2
118900: 1
1189114: 1
118927: 1
1189422: 1
118944: 1
118946: 1
1189490: 1
11895: 1
1189535: 1
118955: 1
118957: 1
11898: 1
1189801: 1
118983: 1
118993: 1
119: 44
1190: 1
119015: 2
119025: 2
11903: 1
119038: 2
11904: 1
119046: 1
1190598: 1
119061: 1
1190670: 1
1190717: 1
119072: 1
119074: 1
119083: 1
119086: 1
11909: 1
1191: 1
119106: 1
119118: 1
11912: 1
1191218: 1
119138: 1
119149: 1
11916: 1
119164252204: 1
11918: 1
1191886: 1
119205: 1
119215: 1
119217: 1
119223: 1
119225: 1
11925: 2
119250: 1
11926: 1
119271802: 1
11928: 1
1192813: 1
119313: 1
119319: 1
1193277: 1
1193469: 1
1193509: 1
119352: 1
119358: 1
119362: 1
119369: 1
119422: 2
119435: 1
11946: 1
119461: 1
119464: 1
119470: 1
119477: 1
1194781: 1
1194843: 1
119487856: 1
119492: 2
11950: 2
119505: 1
119509: 1
11951: 1
119520: 1
11954: 4
119545: 1
119553: 1
119558: 1
119582: 1
119585: 1
119596: 1
1196: 1
119610: 1
11962: 1
119626: 1
119630: 1
119635: 1
1196355: 1
119674: 1
1196770: 1
119679: 2
119688: 1
1197066: 1
119714: 1
11972: 1
119720: 1
119722: 1
119725: 1
119726760: 1
119727: 1
11974: 1
119748: 1
119754: 1
11976: 1
119765: 1
11978: 1
1197859: 1
1198: 1
11980: 1
119802: 2
1198035: 1
1198079: 1
1198083: 1
11981: 6
1198194: 1
1198208: 1
1198477: 1
1198479: 1
1198489: 1
11986: 1
1198608: 1
119865: 1
119870: 1
119872: 1
1198768: 1
119883: 1
1198870: 1
1198929: 1
119907: 1
11991: 1
119912: 1
119915: 1
119935: 1
11999: 1
11a: 3
11a61a: 1
11eig: 1
11en: 2
11es: 1
11fn: 200
11ik: 1
11k: 2
11kiss: 1
11mszd: 1
11pgs: 301
11pt: 20
11s: 178
11th: 5
11x: 1
12: 1290
120: 58
1200: 5
12000: 3
120000: 1
1200000: 1
120019: 1
12003: 3
1200304: 1
1200323: 1
120052: 1
12006: 1
1200677: 1
12007: 8
120073: 1
1200738: 1
120079: 1
120097: 1
1200997: 1
1200ra: 1
1201: 2
120101: 1
120107: 1
120118: 1
1201182: 1
12012: 1
120121998: 1
120130: 1
120131: 1
1201563: 1
120157: 1
120171: 1
120179: 1
1201878: 1
1201es: 4
1202: 1
1202065: 1
12022: 2
120227: 1
12023: 1
120263: 1
120275: 1
120276: 1
12028: 1
120284: 1
1202862: 1
12029: 3
1202pm: 1
12031023: 1
1203153: 1
120319: 1
120342: 2
120351: 1
1203593: 1
12036414: 1
12037: 1
1203704: 1
120380: 1
120387: 1
1203871: 1
120393: 1
12040: 1
120435: 1
120448: 1
1204489: 1
1204540: 1
120465: 1
120467: 1
120468: 1
120479: 1
12049: 1
120497: 1
120498025: 1
1205: 1
120509: 1
12051156192: 1
120516: 1
120517: 1
1205206: 1
120528: 1
12053: 1
12054: 1
120563: 1
120572: 1
1205739: 1
1205813: 1
120588: 1
12059: 3
1205994: 1
12060: 1
120604: 1
1206061: 1
1206246: 1
12064: 1
120659: 1
120677: 1
120695: 1
120698: 1
1207: 1
120703: 1
120715: 1
120720: 1
120727: 1
1207391: 1
120749: 1
120757: 1
1207666: 1
1207759: 1
120783: 1
120798: 1
120802: 1
120804: 2
120811: 1
120817: 1
120821: 1
120823: 1
120833: 1
120859: 1
12086: 1
120861: 1
12087: 1
12088: 1
120885: 2
120886: 1
120889: 1
120890: 1
1209: 6
120903452: 1
12091: 20
120922: 1
120925: 1
120927: 1
120934: 1
1209367: 1
120939: 1
120946: 1
120948: 2
120968: 1
12097: 1
120973: 1
120982: 1
120984: 1
12099: 1
120995: 1
120995584: 1
1209960: 1
120997: 2
120as: 1
120scholars: 1
121: 30
1210: 2
121020: 1
121026: 1
1210279: 1
1210396: 1
121059: 1
12106: 1
121060: 1
12107: 9
1210852: 1
121087: 1
121088: 1
1210957: 1
1210958: 1
1211088: 1
1211098: 1
12111: 1
12112234199: 1
121158: 1
121164: 1
121172: 1
121181: 1
1211817: 1
121183: 1
1211893: 1
121195: 1
121196: 4
1211pm: 1
1212: 3
121200: 1
121219: 1
12122: 1
121235170152: 1
121239: 1
12126: 3
121262397: 1
121263: 1
121267: 1
12127: 1
121278276: 1
121293: 1
121297: 1
1213: 6
121306: 1
1213073: 1
121312: 1
12132: 1
121329: 1
12135: 1
121356: 1
1213592: 1
121362: 1
121363: 1
121387: 1
1214: 3
121407: 1
1214157: 1
1214185: 1
121433: 1
121439: 1
1214429: 1
121464: 1
1214658: 1
121490034: 1
1215: 1
12150: 2
121503: 1
121515: 1
121517: 3
121533: 1
121534: 2
1215389: 1
12154: 1
121548: 1
121571: 1
121572: 1
1215769: 1
1215772: 1
1215868: 1
121591: 1
1215928: 1
121598: 1
1216: 1
121604: 1
121609: 1
121618: 1
12163: 4
1216372: 1
12164: 1
12166: 1
121660: 1
121663: 2
1216867: 1
12171: 1
121711: 1
1217136: 1
121719: 1
1217283: 1
1217292: 1
121736: 1
121738: 1
121747: 1
121751: 1
121758: 1
121765: 1
121767: 1
121775: 1
121789: 1
12180: 1
121822: 1
121831: 1
12184: 1
121851: 1
121855: 1
121858: 1
121863: 1
121864: 1
12187: 2
121880: 1
121886: 1
1219: 1
12190: 1
12191: 6
121931: 1
121938: 1
121950: 1
121979: 1
122: 51
122016: 1
122020: 1
122024: 1
1220387: 1
12204: 1
1220412: 1
122045: 1
12205: 2
1220591: 1
12205nbsp: 1
12208: 1
122080: 1
1220900: 1
122092: 1
122094: 1
1221: 2
122103: 1
122113: 1
12213: 3
122132: 1
122135: 1
12214: 1
1221471: 1
122150: 1
122154: 1
122156: 1
122158: 1
12216: 1
122164: 1
122165: 1
12218: 1
1221855: 1
122186: 1
12219: 1
122196: 104
1221pm: 1
1222: 2
122212: 1
122219: 1
122224: 2
1222361: 1
122253: 1
122264: 2
12227: 2
122290: 1
122294: 1
12229993: 1
1223: 2
12230: 1
1223022: 1
122310: 1
122331: 1
122336: 1
122343: 1
122361692: 1
122374: 1
12238: 1
12240: 1
122402: 1
1224046: 1
122414: 1
1224274: 1
122442: 1
122447: 1
122454: 2
122459: 1
12246: 1
122470: 1
122473: 1
1224837: 1
122497: 1
1225: 4
12250: 1
122509: 1
12251: 1
122515: 1
122521: 1
122522: 1
1225392: 1
122556: 1
122557: 2
12257: 1
122572: 1
1225807: 1
122581: 1
122582: 2
1226: 1
122601: 1
1226033: 1
122615: 1
122618: 1
12262197169: 1
122623: 1
122626: 1
1226304: 1
12265: 1
122695: 1
122696: 1
122697: 7
12270: 1
122708: 1
12271: 1
122710: 1
12274: 1
122747: 1
12275: 3
122755: 1
122761: 2
122775: 3
122778: 1
1227854: 1
122789: 2
1227968: 1
1228010: 1
12282: 1
122827: 1
1228426: 1
1228522: 1
122856: 1
1228566: 1
122869: 1
12287: 1
122878: 1
122889: 1
122899: 1
1229: 1
122900: 1
12290133: 1
12291: 3
122925: 1
122943: 1
122955: 1
122956: 1
12296: 1
122962: 1
122969: 1
122982: 1
1229824: 1
12299: 1
122995: 1
122encrypted: 1
123: 41
1230: 2
123012: 1
123017: 1
123019: 1
123021: 1
123025: 1
123027: 1
123029: 1
12304: 1
1230421: 1
12307: 1
1230774: 1
123087: 1
123088: 1
12309: 1
123090: 1
1230982: 1
1231: 2
123101: 1
12311175140: 1
1231146: 1
123126: 1
123128: 1
123153: 1
123156: 1
1231609: 1
123168: 1
12317: 1
123173: 1
123190: 1
1232: 1
123204: 1
1232075: 1
123213: 1
123229: 1
123236: 1
1232396: 1
123247: 1
123252: 1
123259: 1
123260: 1
123268: 1
123272: 7
123273: 1
1233: 1
123311: 1
123321: 1
123333: 1
123337: 1
123348: 2
123358: 1
123366: 1
123369: 1
12337: 1
1233736: 1
123385: 1
123389: 1
123407: 1
123408: 1
123411: 1
123416: 1
123427: 1
123435: 1
123451: 1
123461: 1
123462: 1
12347: 1
123471: 1
123490: 1
123499: 1
1235012: 1
1235025: 1
123508: 1
12351: 1
123514: 1
12352: 1
123520: 1
123525: 1
123526: 2
123528: 1
123530: 1
1235394: 1
123543: 1
123544: 1
123553: 1
123558: 1
12356: 1
1236: 1
1236003: 1
123614: 1
123620: 1
123623: 1
123635: 1
123638: 1
12365: 1
123656: 1
123662: 1
1236694: 1
1236745: 1
123675: 1
12373: 1
123734: 1
123736: 1
123754: 1
123781: 1
12379: 1
1238: 1
123808: 1
123812: 1
123826: 1
123882: 1
1239: 2
12390: 1
12394: 1
1239435: 1
123956: 1
12396: 1
123960: 1
123963: 1
12397: 1
123986: 2
123988: 1
124: 36
1240: 1
12400: 1
124002: 1
12401: 1
124015: 1
124036: 1
1240523: 1
124059: 1
124061: 1
124065: 1
124066: 1
12407: 11
124070: 1
124086: 1
1241: 6
1241041: 1
1241088: 1
12412234199: 1
12413196: 1
1241323: 1
124138: 1
124144: 1
124145: 1
124152: 1
124166: 1
12417: 1
124170: 1
1241760: 1
124179: 1
12418: 2
12419: 1
124190: 1
1241pm: 1
1242: 1
124211: 1
124213: 1
124223203: 1
124230: 1
124231: 1
124248: 2
1242481: 1
124251: 2
124264: 1
12427: 1
1242712: 1
12428: 1
124291: 1
1242963: 1
124301: 1
124307: 1
124314: 1
124326: 1
124336: 1
124343: 1
12436: 2
1243644: 1
124377: 1
124380846: 1
124395: 1
124416: 1
124421: 2
124430: 1
124449: 1
12446: 1
1244625: 1
124476: 1
124492: 1
124497: 1
1245: 3
124503: 2
124512: 1
124518: 1
12452: 1
124532: 1
124536: 2
124541: 1
124545: 2
124550: 1
124552: 1
124558: 11
124560: 1
124561: 1
124590710: 1
12460: 1
124601: 1
1246086: 1
124610: 1
12464: 1
124648: 1
124657: 2
12466: 1
12467: 3
124671: 1
1246735: 1
124679: 1
12468: 1
124681: 1
1246892: 1
124694: 1
1246milliard: 1
1247: 1
12471: 1
124719: 1
124725: 1
1247456: 1
1247468: 1
12475: 1
124762: 1
124778: 1
124786: 1
12479: 2
124796: 1
124803: 1
1248496: 1
124863: 1
124865: 1
12487: 1
1249: 2
124916: 1
124918: 1
12496: 1
124967: 1
1249704: 1
124972: 2
1249802: 1
1249825: 1
1249837: 1
1249898: 1
124998230: 1
124g: 1
125: 53
1250: 7
12500: 2
125000: 1
1250000: 1
125033: 1
125035: 2
125053: 1
125061: 1
12507: 1
125071: 1
125093: 1
125102: 1
125115: 1
125117: 1
12512: 1
125123: 1
1251284: 1
12513: 1
125148: 1
125160: 1
12517: 2
125187: 1
125234: 1
125236: 2
125238: 1
1252573: 1
1252620: 1
12527: 1
1252788: 1
12528: 2
125293: 1
1253: 1
12530: 115
125303: 1
1253063: 1
125313: 1
1253136: 1
125325: 1
125341: 1
125342: 1
125356: 1
12537: 1
125382: 1
1253840: 1
1253913: 1
125394: 1
125397: 1
125401: 1
1254071: 1
125414: 1
12542: 1
1254233: 1
12543: 1
125436: 1
125438: 1
125439: 1
125446: 2
125467: 1
125470: 1
125473: 1
125493: 2
125497: 1
1255014: 1
125502: 1
125526: 1
125530: 1
125536: 1
12554: 12
1255521: 1
125553: 2
125554: 1
125555: 1
125558: 1
125562: 1
1255621: 1
125578: 1
125589: 1
125594: 1
125603: 1
125609: 1
12561: 1
125612: 1
125629: 1
12563: 1
125631: 1
1256401: 1
125650: 1
125651: 1
1256688: 1
12567: 1
12569: 1
125707949: 1
125719: 1
12572: 1
125722655: 1
125724: 1
12572526: 1
125727: 1
125728: 1
125736: 1
125754: 1
1257562: 1
125773: 1
12579: 2
1258: 23
1258040: 1
12581: 2
125833: 1
125838: 1
12584: 2
125842: 1
125844: 1
1258462: 1
12585: 1
125850: 1
12586: 1
125864: 1
12588: 1
125893: 1
125901: 1
125911953: 1
125929: 1
125930: 1
1259320: 1
125947: 1
125951: 1
125961: 1
12597: 1
125973: 1
125975: 1
125977: 2
125982: 1
125996: 1
126: 47
1260: 2
12600: 2
126010: 1
1260127: 1
126018: 1
126032: 1
126061: 1
126077: 1
1260864: 1
126088: 1
1261096: 1
12615: 1
126153: 1
126166: 1
1261671: 1
12617: 1
126177: 1
1261873: 1
1262: 1
1262000: 1
126201: 1
1262029: 1
12621: 2
126212: 1
1262121: 1
12622: 1
1262342: 1
126237: 1
126256: 1
126259: 2
126260: 1
126275: 1
12628: 1
126283: 1
1263: 1
12631: 7
126312: 1
1263245: 1
1263265: 1
1263358: 1
126368: 1
126369: 1
1263891: 1
126397: 1
126399: 1
1264129: 1
126415: 1
1264538: 1
126486: 1
1265: 1
126521: 1
126522: 1
126536: 1
126539: 2
126546: 1
12656: 1
126563: 1
1265633: 1
1265639: 1
126570: 1
126576: 1
12658: 3
1265803: 1
126581: 1
126586: 1
126587: 1
1265883: 1
126594: 1
1265983: 1
126607: 1
126613: 1
12662246: 1
126663: 1
126675: 1
126682: 1
1266945: 1
1267: 2
126725: 1
126734: 1
126737: 1
1267544: 1
126757: 1
1267821: 1
12679: 1
126791: 1
1268: 3
12681: 1
1268158: 1
126816: 1
12684: 1
126842: 1
1268478: 1
12686: 1
126870: 1
126894: 1
12690: 1
126901: 1
12691: 1
1269145: 1
126918: 1
126920: 2
126921: 1
1269366: 1
12695763: 1
126959: 1
126960: 1
126963: 1
126965: 1
12697: 1
12697137206: 1
126979: 1
126987: 1
127: 39
1270: 1
12700: 2
127003: 1
127019: 1
1270249: 1
127027: 1
1270495: 1
1270614: 1
1270660: 1
1270771: 1
127079: 1
127088: 1
127095: 1
1271: 4
127104: 1
127107: 1
12711: 1
127110: 1
127116: 1
127126: 1
127129: 1
127142: 1
1271487: 1
127153: 1
127170: 1
127188: 1
127195: 1
1272: 4
1272163: 1
127239: 1
127260: 2
127262: 1
127268: 1
127276: 1
12728: 1
127281: 1
127288: 1
1273: 4
1273273: 1
127329: 1
127330: 1
12735: 1
127352: 1
127356: 1
12736: 1
1273654427: 1
1273739: 1
127374: 1
1273758: 1
1274: 1
127408: 1
127412: 1
1274189: 1
127434: 1
127438: 1
127439: 1
127445: 1
127452: 1
127463: 2
127466: 1
127472: 1
12748: 1
127482: 1
127494: 1
1275: 2
1275038: 1
12751: 2
127518: 1
127539: 1
1275410: 1
127544: 8
127557: 2
127567854: 1
12757: 1
127572: 1
127579: 1
127592: 1
127599: 1
1276: 1
127607: 1
127608: 1
127610: 1
127618: 1
12763: 1
127640: 1
127645: 1
127652: 1
127682: 1
1276872: 1
12769: 1
1276906: 1
12771: 1
127720: 1
127734: 1
127748: 1
127753: 1
127754: 1
127755: 1
127760: 1
12777: 1
12778: 1
127783: 1
127786: 2
127787: 1
1278: 1
12781: 5
127816: 2
127820: 1
127825: 1
127826: 1
127827: 1
1278339: 1
127848: 1
127851: 1
127872: 1
12788: 1
127881: 1
1279146: 1
1279285: 1
12793: 1
1279382: 1
12794: 1
127946: 1
127963: 1
127970580: 1
127975: 1
127987: 1
128: 77
1280094: 1
128031: 1
128032: 1
128034: 1
128038: 1
128053: 1
128062: 1
128065: 1
128066: 1
128070: 1
128072: 1
128073: 1
1280762: 1
128081: 1
12808690: 1
128091: 1
128092: 1
128120: 1
128121: 1
128141823: 1
128157: 1
128181: 1
128182: 1
128189: 1
1282: 1
12822: 2
128222: 1
128231: 1
1282421: 1
128282: 2
128289: 1
128293: 1
128305: 1
128307: 1
128311: 1
128318: 1
128330: 1
128333: 1
128342: 1
128343: 1
1283540198: 1
1283580: 1
1283625: 1
1283725: 1
12838: 1
128384: 1
12839: 2
128392: 1
128396: 1
12840: 1
128401: 1
128406: 1
128407: 1
128409: 1
1284112: 1
128433: 2
128453: 1
128454: 1
1284585: 1
1284664: 1
128474: 1
128498: 1
1285: 1
128505: 1
128518: 1
128519: 1
128523: 1
12854: 3
128543: 1
12855: 5
128556: 1
12856: 1
128561: 1
12857: 1
1285808: 1
128588: 1
128604: 2
128615: 1
12863: 1
1286374: 1
12864: 1
128649456: 1
128657: 1
1286718: 1
12868: 2
1286950: 1
128699: 1
128703: 1
12871: 1
12873: 1
1287668: 1
128772: 1
128786: 1
128789: 1
128791: 1
1288: 1
1288115: 1
128816: 1
128835: 1
128840: 1
128842: 1
1288468: 1
128848: 1
12885: 1
1288552: 1
128896: 1
128917: 1
128924: 2
128960: 1
128992: 1
1289k: 2
129: 48
12901: 1
129015: 1
1290277: 1
12903: 1
129033: 1
129063: 1
129068: 1
12907: 1
12907138: 1
129075: 1
129087: 2
1291: 2
129107: 1
1291107: 1
129122: 1
129131: 1
12914: 1
129141: 1
12915: 1
1291506: 1
129153: 1
129169: 1
12917: 4
1291795: 1
129180: 1
129186: 1
12919: 1
129194: 1
1292: 1
12920: 2
129210: 1
129223: 1
12923: 2
129237: 1
129241: 1
129249429: 1
12926: 2
1292627: 1
1292639: 1
129267: 1
129268: 1
129269: 1
12927: 1
129277203: 1
129278: 1
129294: 1
1293049: 1
129306: 1
12930982: 1
12932: 1
129326: 1
129329: 1
129332: 1
129339: 1
12936: 1
129369: 1
129377: 1
1293882: 1
12939: 1
129395: 1
1294: 1
1294043: 1
129408: 1
12941: 14
129415: 1
129418: 1
129424: 1
129427: 1
129445: 1
129448: 1
129482: 1
12950: 1
129500: 1
129506: 1
129507: 1
12951: 1
129522: 1
129525: 1
1295276: 1
129537148: 1
129542: 1
129557: 1
129588: 1
129592: 1
129596: 1
1296: 1
129613: 1
129640: 1
129657: 1
129670: 1
1296767: 1
1296769: 1
129683: 1
129686: 1
129687: 1
129689: 1
1296895: 1
129692: 1
12970: 1
129704: 1
129712: 1
129735: 1
1297389: 1
12976: 1
129767: 1
129774: 1
129777: 1
129788: 1
12979: 2
129791: 1
129792647: 1
129803: 1
12981: 3
129845: 1
129855: 1
1298601: 1
129871: 1
1299: 1
129913: 1
129933: 1
12994: 1
129950741: 1
129956: 1
12996: 2
12997: 1
1299723: 1
129973: 1
129977: 1
1299887: 1
12a: 1
12al: 1
12april: 1
12australia: 1
12ei: 1
12electricity: 1
12en: 3
12et: 1
12fn: 221
12hour: 1
12hungary: 1
12i: 4
12k: 4
12marchis: 1
12megabyte: 1
12milliard: 1
12nal: 1
12pgs: 234
12poland: 1
12pt: 30
12rol: 1
12s: 155
12szazaleka: 1
12th: 1
12week: 1
12year: 3
13: 1412
130: 57
1300: 2
130000: 1
13001: 2
13001765: 1
130019: 1
130021: 1
13004: 1
1300443: 1
130055: 1
13006: 2
13007: 1
1300789: 1
130085: 1
130093: 1
1301: 1
13011: 2
130118: 1
1301395: 1
13014: 1
13015: 2
130154: 1
130157: 1
1301577: 1
13016: 1
130164: 1
13018: 1
130188: 1
130202: 1
130205: 1
130219: 1
130266: 1
13027: 20
130272: 1
130284: 1
1302926: 1
130306: 1
130326: 1
130339: 1
130342: 1
130351: 2
130357: 1
130360: 1
13036114167: 1
